IPERE,Menage,M_AUTO,M_PERS,M_DOMSM,M_revenu,M_dist_train,M_dist_metro,M_dist_centre,M_emploiTC,P_RANG,P_SEXE,P_AGE,P_GRAGE,P_STATUT,P_PERMIS,D_HREDE,D_MOTIF
167185,1101078,3,4,643,6,3.5671670559999997,16.32970371,31.213794659999998,20930,2,1,36,8,1,1,600,1
167227,1101089,0,1,111,2,6.8159979,1.778263817,6.8159979,459485,1,2,36,8,1,2,800,1
167233,1101091,3,3,611,1,32.18909605,21.93529466,33.52151904,3230,3,2,18,4,3,1,1000,4
167258,1101104,3,4,131,3,0.7785237888000001,13.16155238,21.69327812,99045,4,2,18,4,3,2,630,1
167254,1101104,3,4,131,3,0.7785237888000001,13.16155238,21.69327812,99045,3,1,24,5,1,1,800,1
167307,1101130,1,2,119,1,3.880593485,1.657021745,11.27521013,452220,2,2,42,9,1,1,2300,1
167331,1101145,1,1,108,6,2.667493016,0.8904787489,10.79517224,699400,1,1,52,11,1,1,615,1
167389,1101187,3,3,108,3,2.6920329929999998,0.8948733233,10.79956682,699400,2,1,60,13,1,1,530,1
167406,1101207,1,1,301,1,2.753336548,2.09539512,7.310120716,562325,1,2,46,10,2,1,630,1
167507,1101264,1,4,116,7,10.42706934,0.9522918400999999,11.524275809999999,493400,4,2,6,2,3,5,800,4
167526,1101280,1,2,112,4,11.28439667,2.06462293,11.28439667,67415,2,2,25,6,1,1,800,1
167558,1101289,2,2,108,2,2.595317938,0.9305445723,11.18069772,739490,2,2,38,8,1,1,715,1
167602,1101314,2,4,114,7,17.147903999999997,9.414119135,21.000343519999998,69990,1,2,50,11,2,1,700,1
167618,1101324,2,4,107,8,2.288683408,0.3512981708,7.6088645900000005,813665,4,1,20,5,3,1,900,1
167636,1101330,1,3,127,2,4.759833689,0.3955553725,5.331579985,622805,3,2,17,4,3,2,700,4
167655,1101340,1,7,105,1,1.973733716,0.8601766452,6.060270934999999,757050,3,1,11,3,3,5,800,4
167695,1101356,2,2,641,3,4.93900407,14.77857888,30.991163919999998,23025,2,1,54,11,1,1,2100,1
167702,1101358,1,3,102,7,2.108933123,0.6994388407000001,2.108933123,709390,3,1,22,5,3,2,830,4
167710,1101359,2,3,531,5,12.25177707,17.74968861,23.3465658,5610,2,1,42,9,1,1,645,1
167747,1101385,1,2,661,3,4.228313932,38.42658049999999,54.63916554,28450,1,1,30,7,1,1,845,1
167821,1101430,1,6,109,2,6.256699058000001,2.93641863,11.77175272,27940,5,2,47,10,3,2,1300,1
167840,1101439,1,4,127,2,4.177510214,0.5208394004000001,5.728132101,623190,3,1,11,3,3,5,800,4
167868,1101445,2,4,111,4,6.879119931,1.6650951649999999,6.879119931,477135,3,1,5,2,3,5,730,4
167877,1101446,3,4,651,3,8.621505544,26.16286533,42.375450380000004,1975,4,1,17,4,3,2,800,4
167902,1101465,2,3,542,5,10.23640095,16.654839159999998,18.84475704,2895,2,2,33,7,1,1,700,1
167924,1101484,1,2,104,6,2.527651054,1.188154582,6.380193672000001,686805,2,1,65,14,1,1,900,1
167929,1101485,3,4,310,8,4.006235347,16.11268194,21.41951024,36935,3,1,25,6,3,1,800,4
167931,1101485,3,4,310,8,4.006235347,16.11268194,21.41951024,36935,4,2,22,5,3,1,700,4
167936,1101488,2,3,136,2,3.73583664,15.31330004,25.87172834,34045,3,1,23,5,3,1,930,4
167952,1101496,0,3,104,7,0.9304197940000001,0.9018526128,5.173348896,840980,2,2,58,12,1,2,845,1
167958,1101505,2,5,307,4,4.369847924,11.04948948,16.2801962,20090,1,2,39,8,1,1,500,1
168015,1101537,1,1,107,3,1.9200859479999999,0.5852470302,5.383755427,770420,1,1,35,8,1,1,730,1
168042,1101563,1,2,121,6,2.614569634,0.9183854056999999,4.239061276,655065,2,2,48,10,1,1,800,1
168104,1101582,1,2,112,2,12.54698582,1.8462014039999999,12.54698582,75440,1,2,47,10,1,1,745,1
168112,1101590,0,1,111,1,5.3681369310000004,0.6579061157999999,5.3681369310000004,697130,1,2,38,8,3,2,725,4
168117,1101592,2,2,120,2,0.9168123144,2.266259178,8.502107478,635400,1,2,60,13,1,1,1030,1
168146,1101603,2,2,644,4,3.913476027,15.987486919999998,28.52275775,18455,2,1,59,12,1,1,545,1
168216,1101664,1,1,102,4,1.447627555,0.3598121452,1.447627555,695505,1,1,38,8,1,1,830,1
168267,1101694,1,2,102,6,1.2887640859999998,0.92796095,1.2887640859999998,709390,2,1,48,10,1,1,830,1
168324,1101725,1,3,110,1,5.118247296,1.522704742,7.632353076999999,678155,2,2,36,8,3,1,800,4
168360,1101743,5,4,137,7,4.302292112,18.560819329999998,29.204439859999997,20945,1,2,52,11,1,1,800,1
168369,1101744,3,2,546,2,17.36437474,35.94606757,37.41961005,10900,2,1,47,10,1,1,700,1
168387,1101746,2,5,632,4,1.5261888160000001,17.06501165,30.91101048,9455,4,2,8,2,3,5,740,4
168435,1101764,2,2,406,4,3.792971458,2.143856127,18.35759045,212990,1,1,54,11,1,1,630,1
168455,1101772,2,4,542,4,8.681084665,14.35658359,16.54650147,4410,3,1,10,3,3,5,730,4
168481,1101780,3,4,139,8,1.2826190899999999,22.550072359999998,32.41044312,7760,4,1,24,5,1,2,730,1
168524,1101807,5,3,643,6,2.684610231,21.32990149,37.542486530000005,3065,3,1,23,5,2,1,800,1
168527,1101808,0,2,105,8,1.014964121,1.1581350620000002,5.859739455,611070,2,1,60,13,1,2,630,1
168531,1101809,2,4,622,3,15.067570719999999,22.17946837,32.21212405,5825,1,1,35,8,1,1,600,1
168595,1101847,1,2,641,7,2.2699731379999997,12.81501858,29.02760362,23025,2,1,70,15,4,1,800,1
168652,1101884,2,4,511,2,23.81715853,28.72336618,32.42551463,3805,1,1,38,8,2,1,1230,1
168691,1101908,3,7,633,8,11.41465772,28.184021700000002,42.03002052,1180,3,1,16,4,3,1,855,4
168689,1101908,3,7,633,8,11.41465772,28.184021700000002,42.03002052,1180,2,2,33,7,1,1,900,1
168719,1101918,1,1,524,2,3.3926599729999998,29.89451167,35.12521839,4845,1,1,55,12,1,1,545,1
168791,1101979,2,4,402,6,5.311581213999999,7.879982911,21.63983361,51985,3,1,7,2,3,5,730,4
168816,1101989,0,2,110,2,7.175195071,2.351010294,9.190494158,556670,1,2,26,6,1,1,730,1
168848,1102011,2,4,405,3,2.767680399,5.447018233,17.98228907,88100,3,2,17,4,3,2,630,4
168850,1102011,2,4,405,3,2.767680399,5.447018233,17.98228907,88100,4,1,15,4,3,5,700,4
168879,1102041,3,5,136,5,7.613620718999999,21.40913758,32.05275811,4005,1,2,52,11,1,1,610,1
168948,1102069,3,5,501,3,15.217528889999999,29.18708915,34.41779587,585,3,1,20,5,3,1,700,4
168986,1102109,1,4,118,8,10.22987409,8.106459197,16.70464558,98760,3,2,11,3,3,5,810,4
169006,1102119,3,3,524,3,1.911310425,29.97883304,35.209539770000006,2840,3,2,17,4,3,1,700,4
169030,1102126,1,2,106,7,2.730838802,0.2031294614,2.730838802,850215,2,1,46,10,1,1,800,1
169057,1102139,1,5,119,2,2.351092882,0.7644763113999999,11.08497566,672065,3,1,50,11,1,1,730,1
169136,1102183,4,5,408,4,15.636428599999999,16.888968860000002,26.92162454,14480,2,2,19,4,3,1,630,4
169138,1102183,4,5,408,4,15.636428599999999,16.888968860000002,26.92162454,14480,3,2,22,5,1,1,745,1
169205,1102208,3,4,531,6,13.17727341,17.19721308,22.79409026,295,2,2,39,8,1,1,800,1
169259,1102244,2,2,307,5,4.243448007,7.329376717,11.73725181,38450,1,1,55,12,1,1,600,1
169281,1102257,2,5,544,3,3.339683828,20.02772611,21.50126859,10995,2,2,33,7,1,1,715,1
169301,1102264,1,2,110,4,4.978964872,1.944120118,6.649089885,577445,2,2,30,7,1,1,930,1
169312,1102272,1,2,108,4,4.64798564,2.85082597,12.345517809999999,324535,2,2,38,8,1,2,600,1
169322,1102288,4,4,601,3,49.17397647,38.92017508,50.50639946,735,3,1,66,14,1,1,900,1
169376,1102310,3,3,611,5,30.41556109,20.161759699999998,31.747984090000003,21660,2,2,50,11,1,1,730,1
169460,1102376,2,5,136,4,5.104366411,16.65640691,27.30002744,19245,2,2,56,12,1,1,845,1
169483,1102382,1,5,401,2,4.821672282000001,13.75115104,28.644134419999997,6360,3,2,15,4,3,5,900,4
169517,1102408,1,4,511,3,28.060280549999998,32.96648819,36.668636639999995,16390,2,1,38,8,1,1,620,1
169653,1102485,5,3,651,5,8.351193431,25.89255322,42.10513826,1975,3,2,12,3,3,5,800,4
169691,1102520,0,2,109,7,6.267328394,2.101944266,10.90549883,491075,2,1,18,4,3,2,800,4
169718,1102532,1,1,611,3,33.61561399,23.3618126,34.94803699,13540,1,2,48,10,1,1,745,1
169725,1102538,3,3,641,3,6.820109748,17.31262691,33.52521195,23700,3,1,12,3,3,5,745,4
169735,1102544,2,3,111,2,6.773901992,1.736167909,6.773901992,459485,3,2,17,4,3,2,730,4
169740,1102549,1,3,118,8,9.444000525,7.531358677999999,16.13002265,147155,2,1,33,7,1,1,1830,4
169776,1102568,1,2,302,3,8.237176547999999,6.625743871,12.22262106,45490,2,1,55,12,1,1,625,1
169789,1102581,0,2,110,3,7.262086547,2.277691151,9.271123586,556670,2,1,30,7,1,1,1530,1
169815,1102590,2,3,303,5,2.618276894,5.603681896,11.17107417,63560,2,1,43,9,1,1,800,1
169827,1102596,2,4,511,3,28.61974022,33.88028819,37.22809632,0,2,2,39,8,1,1,700,1
169845,1102641,1,4,112,1,10.22709131,0.9228417381,10.22709131,557255,2,2,30,7,2,2,1000,1
169882,1102696,1,2,108,5,4.072587001,2.275427331,11.77115524,583875,2,1,35,8,1,2,730,1
169927,1102718,1,5,404,2,4.551314784000001,9.060721503,25.27445582,87955,5,1,10,3,3,5,745,4
169931,1102719,1,3,642,3,1.254898213,14.63283532,30.84542036,32680,2,1,20,5,3,2,840,4
169946,1102736,2,4,136,4,2.353028927,13.93049233,24.48892063,76505,1,1,20,5,3,1,1230,4
169965,1102737,2,4,141,6,0.4450293936,25.465555939999998,36.10917647,1575,3,2,15,4,3,5,715,4
169982,1102741,7,4,643,3,3.156597647,16.86124049,33.07382553,38780,2,1,57,12,1,1,1800,1
170001,1102751,1,4,307,2,6.530338936,10.67176708,14.82249612,31235,3,2,7,2,3,5,700,4
169991,1102751,1,4,307,2,6.530338936,10.67176708,14.82249612,31235,1,2,41,9,1,1,700,1
170045,1102797,1,2,108,2,1.842029902,0.360613786,11.33949736,874435,1,1,21,5,3,1,900,4
170110,1102830,0,4,110,2,5.642843003,0.6435314019999999,5.642843003,675555,3,1,9,2,3,5,1300,4
170141,1102846,2,1,130,2,0.9742465406999999,14.25541727,19.785945950000002,87910,1,2,53,11,1,1,630,1
170198,1102881,2,4,404,4,6.7355369860000005,9.022788945,24.693044129999997,48930,1,2,32,7,1,1,525,1
170291,1102934,3,3,611,4,32.12316301,21.86936162,33.455586000000004,1620,3,2,18,4,3,1,1600,1
170319,1102951,1,1,105,2,1.978717882,0.4517831228,2.5729057240000004,341695,1,2,43,9,2,1,1000,1
170331,1102957,2,4,644,4,5.0986274599999994,17.18402014,29.71929097,18455,4,1,15,4,3,5,900,4
170403,1103002,1,4,308,4,4.8983934609999995,7.853339465,10.04325735,393655,4,1,11,3,3,5,700,4
170401,1103002,1,4,308,4,4.8983934609999995,7.853339465,10.04325735,393655,3,2,9,2,3,5,700,4
170409,1103011,1,6,108,2,1.8415035800000001,2.574369263,12.38944435,182940,3,1,11,3,3,5,800,4
170468,1103072,1,3,106,5,1.782730135,1.061766143,4.430486532,678565,2,2,41,9,1,1,745,1
170472,1103075,2,2,642,3,2.261219993,15.3217253,31.53431034,32680,1,2,56,12,1,1,615,1
170511,1103100,2,2,118,3,9.538812582,7.2312064849999995,15.82939287,98300,1,1,35,8,2,1,830,1
170585,1103175,1,2,307,4,3.91444036,7.446720214,11.85459531,38450,1,1,59,12,1,1,730,1
170677,1103246,1,5,118,2,10.484961030000001,8.820187668,17.69217633,121460,4,2,14,3,3,5,715,4
170685,1103249,2,3,130,3,1.63224189,14.77804731,19.92309549,87910,2,2,60,13,2,1,700,1
170696,1103255,1,2,122,4,1.252126505,1.21770975,3.189789851,675695,1,2,54,11,2,1,1030,1
170711,1103271,4,4,644,5,2.009734252,14.34201212,30.55459717,15470,1,2,53,11,1,1,630,1
170759,1103290,2,4,310,4,4.657503263,16.17183312,21.55394218,26050,1,2,36,8,1,1,700,1
170780,1103295,1,1,623,1,17.91622816,21.42411524,31.45677092,25595,1,1,42,9,1,1,500,1
170835,1103330,0,1,117,2,8.191768903,4.0263847759999996,12.829939340000001,145465,1,1,50,11,1,1,1000,1
170899,1103362,2,4,308,5,5.599766688,9.102158470000001,11.5780066,365775,4,2,8,2,3,5,730,4
170905,1103369,2,2,112,7,13.705487499999998,2.129663731,13.705487499999998,247625,2,1,58,12,1,1,600,1
170935,1103388,1,3,622,7,16.77328146,21.51264013,31.54529581,11055,2,1,34,7,1,1,730,1
170938,1103391,1,5,621,3,17.543928100000002,18.44616907,28.47882476,24540,1,1,48,10,1,1,500,1
170943,1103391,1,5,621,3,17.543928100000002,18.44616907,28.47882476,24540,4,2,15,4,3,5,730,4
170975,1103406,2,4,643,6,5.509991509000001,24.155282770000003,40.36786781,3065,4,1,11,3,3,5,705,4
170990,1103420,4,3,134,4,8.595493089,20.17295649,30.73138479,1510,2,1,25,6,3,1,630,4
171018,1103436,2,3,108,2,2.096465712,3.794468687,13.199412749999999,151490,3,2,14,3,3,5,810,4
171030,1103442,3,6,108,5,1.031973096,1.196739317,11.22063301,514700,2,1,41,9,1,1,840,1
171114,1103508,2,4,531,4,12.98812048,19.65613654,25.25301373,7060,2,2,35,8,1,1,715,1
171126,1103510,1,3,127,1,5.7862234710000005,1.788147635,7.168594399,511000,3,2,11,3,3,5,740,4
171121,1103510,1,3,127,1,5.7862234710000005,1.788147635,7.168594399,511000,1,1,16,4,3,2,730,4
171232,1103582,2,4,128,5,3.9059884740000004,4.676017625,11.389171410000001,46070,3,2,7,2,3,5,830,4
171251,1103597,2,4,308,4,9.142678748,12.39140642,14.58132431,293910,3,1,15,4,3,5,915,4
171288,1103612,2,4,622,5,15.44287934,21.64307485,31.67573053,5825,3,2,13,3,3,5,700,4
171298,1103616,3,4,644,5,5.065853614,17.139864499999998,29.67513534,18455,3,2,21,5,3,1,1730,4
171335,1103626,2,3,631,2,5.468699782,21.68226716,36.492814010000004,15650,3,1,7,2,3,5,1230,4
171349,1103634,1,2,128,2,4.8139573019999995,3.807680787,10.52083458,82750,2,2,48,10,2,2,730,1
171362,1103638,2,2,302,3,3.035746996,6.070753671,11.638145940000001,55545,1,1,26,6,1,1,1530,1
171429,1103689,3,2,136,4,5.206986130000001,19.249584719999998,29.893205249999998,4005,2,1,64,13,1,1,830,1
171586,1103799,2,4,128,8,1.673344087,5.103012528,12.05209878,98840,4,2,43,9,1,1,1400,1
171584,1103799,2,4,128,8,1.673344087,5.103012528,12.05209878,98840,3,1,21,5,3,2,800,4
171588,1103800,1,2,108,7,1.076006463,2.996971908,13.10295117,91640,1,2,59,12,1,1,740,1
171605,1103803,1,4,105,6,3.110998043,0.2575292294,5.262763182,745900,3,2,13,3,3,5,730,4
171650,1103856,1,5,308,3,8.216487134000001,11.71887892,14.02715948,293910,5,1,8,2,3,5,750,4
171658,1103859,3,4,561,3,30.66486075,49.24655358,50.72009606,1545,2,1,49,10,1,1,630,1
171656,1103859,3,4,561,3,30.66486075,49.24655358,50.72009606,1545,1,2,49,10,1,1,730,1
171673,1103865,1,3,107,5,3.147056141,1.127589121,8.296401958,707835,1,1,30,7,1,1,700,1
171740,1103923,1,2,302,3,8.096014531,5.811599565000001,11.40847675,76835,2,1,25,6,3,1,900,4
171766,1103932,1,3,111,2,5.871431826,1.434636853,5.871431826,453650,2,1,47,10,1,1,715,1
171795,1103940,2,2,651,3,12.50103186,41.14024796,57.352833010000005,395,2,1,49,10,1,1,530,1
171823,1103955,4,6,401,5,7.019453489000001,12.132734169999999,27.72175979,79830,3,1,14,3,3,5,900,4
171838,1103955,4,6,401,5,7.019453489000001,12.132734169999999,27.72175979,79830,6,2,11,3,3,5,730,4
171844,1103958,2,4,309,5,13.817957,13.17132306,18.59944055,24880,1,2,39,8,1,1,700,1
171918,1103986,2,3,308,1,6.614983524,9.120655831,11.31057372,37540,2,2,50,11,1,1,1030,1
171929,1103987,1,3,134,4,7.1662515110000005,18.743714909999998,29.302143209999997,645,3,1,14,3,3,5,850,4
171963,1104005,3,4,301,6,2.636888844,2.085894725,7.046460235,562325,2,1,20,5,3,1,700,4
172068,1104083,2,2,132,8,3.042765002,13.84805189,24.49167242,37465,2,2,61,13,1,1,630,1
172079,1104084,2,4,308,6,6.277844669,9.78023645,12.25460362,365775,4,1,8,2,3,5,745,4
172100,1104094,3,4,661,4,6.059106244,39.796086069999994,56.00867112,820,4,2,18,4,3,1,730,4
172122,1104107,2,2,404,3,7.320487725,11.51260596,27.18286115,48930,2,1,55,12,2,1,830,1
172161,1104127,2,4,303,4,1.98525919,6.282461515,11.83073508,63560,4,1,17,4,3,2,1800,4
172173,1104128,1,3,108,3,3.727449799,1.930290128,11.57252256,583875,3,2,13,3,3,5,710,4
172215,1104164,2,4,404,4,7.685655359,9.826225595,24.844504819999997,23730,2,2,42,9,1,1,1300,1
172233,1104177,3,6,521,6,13.70465589,22.53062869,26.675702610000002,6750,3,2,60,13,1,1,600,1
172347,1104249,1,1,110,2,7.252547656,2.328765355,10.255690679999999,553980,1,2,56,12,1,1,830,1
172392,1104274,3,2,643,7,4.90788462,22.44924441,38.66182945,32535,2,1,41,9,1,1,530,1
172404,1104282,3,4,128,4,4.901716641,2.252674892,8.985345104,451050,1,2,52,11,2,1,1415,1
172405,1104282,3,4,128,4,4.901716641,2.252674892,8.985345104,451050,2,1,45,10,1,1,530,1
172425,1104297,1,3,121,6,1.335873779,0.8042429066,5.608805672000001,752195,1,2,56,12,1,1,800,1
172427,1104297,1,3,121,6,1.335873779,0.8042429066,5.608805672000001,752195,2,1,55,12,1,1,730,1
172434,1104305,2,2,131,2,4.522349715000001,14.807717989999999,25.45133852,37870,2,2,63,13,1,1,900,1
172432,1104305,2,2,131,2,4.522349715000001,14.807717989999999,25.45133852,37870,1,1,59,12,1,1,900,1
172529,1104363,1,2,137,6,3.4472053369999998,20.23406988,30.87769041,20945,2,2,66,14,1,1,630,1
172638,1104454,0,2,127,1,5.382797266,1.212637363,7.124944741,511000,1,2,41,9,1,2,1000,1
172640,1104454,0,2,127,1,5.382797266,1.212637363,7.124944741,511000,2,1,15,4,3,5,715,4
172679,1104486,1,2,645,2,12.99475543,27.847150720000002,40.38242155,1285,2,1,59,12,1,1,500,1
172712,1104500,1,4,107,7,2.8900743269999998,0.4518510946,8.264907581,899370,1,2,47,10,1,1,745,1
172743,1104531,3,4,302,5,10.044041080000001,6.760908051,12.189025540000001,53260,1,2,22,5,3,1,1200,4
172757,1104542,1,2,521,7,12.07445354,21.39378057,26.62448729,6750,1,2,55,12,1,1,830,1
172765,1104545,2,2,633,3,4.959409636999999,21.72877361,35.574772429999996,4775,2,1,60,13,1,1,500,1
172787,1104548,1,2,114,2,15.46983574,9.493554249,21.02350718,51880,2,1,27,6,3,1,1300,4
172798,1104568,2,3,103,2,2.069076407,1.198592892,2.415634071,641705,1,2,34,7,1,1,330,1
172803,1104568,2,3,103,2,2.069076407,1.198592892,2.415634071,641705,2,1,34,7,2,1,2200,1
172821,1104591,2,3,108,2,0.5391695545999999,2.299081278,11.09002995,182940,3,2,8,2,3,5,750,4
172871,1104647,1,2,622,7,15.11043687,18.93477405,28.96742974,20590,2,1,53,11,1,1,600,1
172912,1104680,3,3,114,2,11.234762759999999,8.495705117,18.441452109999997,127030,3,1,20,5,1,1,600,1
172918,1104682,2,2,308,2,6.253165342,9.172137903000001,11.362055790000001,365775,2,2,55,12,1,1,800,1
172934,1104697,2,5,611,6,33.799266349999996,23.54546497,35.13168935,13540,1,1,37,8,1,1,800,1
172943,1104697,2,5,611,6,33.799266349999996,23.54546497,35.13168935,13540,5,2,7,2,3,5,900,4
173019,1104729,1,4,103,3,4.171483172,0.903426914,6.520020415,525420,1,1,33,7,1,1,400,1
173118,1104784,0,2,106,5,4.152472217,0.7090277737999999,4.876206046,641330,1,1,55,12,1,1,815,1
173162,1104826,3,4,307,3,3.2306893810000004,8.830679551,13.23855464,56880,2,2,44,9,1,1,700,1
173175,1104834,3,5,661,4,10.40284705,44.13982688,60.35241192,210,5,2,15,4,3,5,600,4
173189,1104853,4,4,542,6,10.4367569,16.85519512,19.045113,2895,1,2,49,10,1,1,900,1
173204,1104854,1,5,112,3,12.70789601,1.299693464,12.88837341,531185,3,1,12,3,3,5,730,4
173235,1104875,3,4,522,7,2.482230084,20.66487995,25.89558667,1725,3,1,17,4,3,2,700,4
173237,1104875,3,4,522,7,2.482230084,20.66487995,25.89558667,1725,4,1,19,4,3,1,1100,4
173264,1104895,3,5,662,2,14.37582774,44.27744769,60.490032740000004,550,2,1,52,11,2,1,500,1
173277,1104900,3,4,308,5,7.425688811,9.931361118,12.12127901,21765,4,1,19,4,3,1,1000,4
173345,1104942,2,4,643,4,4.039400591,16.972981700000002,33.18556674,20930,1,2,43,9,2,1,830,1
173351,1104942,2,4,643,4,4.039400591,16.972981700000002,33.18556674,20930,3,1,14,3,3,5,820,4
173388,1105006,0,3,128,2,5.0671857440000005,3.381684338,10.09483813,257925,3,1,21,5,2,2,700,1
173423,1105035,1,3,404,5,3.608757216,9.433511227,25.64724555,87955,1,2,42,9,1,1,800,1
173427,1105035,1,3,404,5,3.608757216,9.433511227,25.64724555,87955,3,1,10,3,3,5,800,4
173435,1105036,2,3,621,3,27.0056145,19.9949061,31.58113048,5515,3,2,5,2,3,5,745,4
173473,1105059,2,4,127,2,10.46307959,12.79675265,14.270295130000001,182785,4,1,12,3,3,5,745,4
173604,1105161,2,6,108,8,0.8771859837,3.4869377760000004,14.00486957,475700,5,2,14,3,3,5,720,4
173606,1105161,2,6,108,8,0.8771859837,3.4869377760000004,14.00486957,475700,6,2,21,5,3,1,700,4
173619,1105169,1,1,611,2,32.079714,21.82591262,33.412137,3230,1,2,60,13,2,1,815,1
173625,1105173,1,3,406,1,3.4305864969999997,2.6162564670000004,14.86860618,133580,3,2,5,2,3,5,800,4
173639,1105204,3,5,132,3,2.332163339,9.700354174,20.3439747,69800,4,1,17,4,3,1,700,4
173649,1105206,3,3,309,4,15.06688667,13.34032128,18.76843877,24295,3,1,19,4,3,1,800,4
173671,1105226,3,4,651,4,11.66686815,40.11552496,56.328110009999996,395,4,1,10,3,3,5,745,4
173738,1105268,1,5,103,1,4.257347708999999,0.5011341459,6.439462334,574490,3,2,11,3,3,5,800,4
173736,1105268,1,5,103,1,4.257347708999999,0.5011341459,6.439462334,574490,2,2,37,8,2,2,730,1
173777,1105296,2,6,643,3,5.208003451,23.853294709999997,40.06587975,3065,2,1,36,8,1,1,800,1
173853,1105321,4,4,307,3,2.596884963,9.259300325,13.95678521,69650,1,2,20,5,3,1,1252,4
173864,1105339,1,1,136,4,1.762391605,11.586279829999999,22.144708129999998,67445,1,1,62,13,1,1,1000,1
173904,1105378,1,3,130,1,1.683230184,12.537069110000001,18.06759779,139805,1,1,30,7,1,1,800,1
173938,1105399,1,2,110,4,6.940236479999999,2.605261497,9.758813178,553980,1,2,58,12,1,1,1315,1
173963,1105415,1,2,132,7,4.909686705,14.232819639999999,24.876440170000002,60160,2,2,28,6,1,1,1030,1
173985,1105424,1,4,103,3,4.653329293,0.7754811127000001,7.523206739,525420,1,2,35,8,2,1,630,1
173993,1105424,1,4,103,3,4.653329293,0.7754811127000001,7.523206739,525420,3,1,6,2,3,5,705,4
174029,1105441,1,1,107,1,3.078746416,0.5552240806,7.406287089,756640,1,1,46,10,1,1,1500,1
174062,1105451,1,5,402,8,4.3105292959999995,8.847139557,22.248547289999998,48605,5,1,10,3,3,5,830,4
174068,1105468,2,2,110,6,4.383625314,0.78739087,8.237079567999999,678155,1,1,58,12,1,1,800,1
174100,1105488,0,3,104,3,2.3571238269999997,1.1250692340000001,6.356035826,527040,2,1,49,10,1,1,1000,1
174129,1105506,1,5,407,1,7.957061704,6.6692558559999995,16.776516739999998,40525,3,1,9,2,3,5,1300,4
174131,1105506,1,5,407,1,7.957061704,6.6692558559999995,16.776516739999998,40525,4,2,7,2,3,5,820,4
174164,1105533,0,2,107,3,3.018516919,0.4949945835,7.342616024,756640,1,2,57,12,1,1,715,1
174175,1105550,2,2,644,5,4.807285959,16.88129685,29.41656768,18455,2,1,57,12,1,1,710,1
174205,1105557,2,2,531,4,18.9404231,24.96776138,30.56463857,1280,1,2,63,13,1,1,705,1
174222,1105563,1,6,103,4,4.498416186,0.6109020744,7.336606855,525420,1,2,36,8,1,1,800,1
174224,1105563,1,6,103,4,4.498416186,0.6109020744,7.336606855,525420,2,1,39,8,1,1,500,1
174226,1105563,1,6,103,4,4.498416186,0.6109020744,7.336606855,525420,3,1,11,3,3,5,800,4
174260,1105583,2,4,136,5,3.503110024,15.080573430000001,25.63900173,76505,1,2,50,11,1,1,745,1
174262,1105583,2,4,136,5,3.503110024,15.080573430000001,25.63900173,76505,2,1,54,11,1,1,2200,1
174263,1105583,2,4,136,5,3.503110024,15.080573430000001,25.63900173,76505,3,2,30,7,1,1,745,1
174273,1105587,1,4,132,4,0.2905586215,10.08300734,20.72662787,70065,2,1,38,8,1,1,745,1
174295,1105598,1,3,623,3,28.02814544,28.93038641,38.96304209,7240,2,2,49,10,1,1,630,1
174293,1105598,1,3,623,3,28.02814544,28.93038641,38.96304209,7240,1,1,49,10,1,1,630,1
174342,1105638,1,1,402,3,4.214187057,9.153758877,22.56022085,55015,1,1,78,16,1,1,700,1
174391,1105660,0,2,127,7,4.8512478,0.4869694833,5.422994096,622805,2,2,18,4,3,2,900,4
174452,1105704,1,2,308,2,7.340602819,10.008952079999998,14.154026009999999,26870,1,2,59,12,1,1,725,1
174470,1105722,2,3,643,4,1.9035259169999998,20.54881717,36.76140222,18010,2,2,60,13,1,1,845,1
174478,1105725,2,4,304,6,1.732523159,5.2349149399999995,7.8060088290000005,203935,2,2,46,10,1,1,730,1
174480,1105725,2,4,304,6,1.732523159,5.2349149399999995,7.8060088290000005,203935,3,1,12,3,3,5,720,4
174542,1105764,2,2,622,2,14.28249166,19.89256987,29.925225559999998,9015,2,2,48,10,1,1,630,1
174569,1105776,1,4,112,3,12.65677714,1.5568098849999998,12.65677714,366470,2,1,56,12,1,1,620,1
174596,1105783,2,5,303,2,1.966801615,6.249532202,11.81692447,63560,5,2,8,2,3,5,730,4
174582,1105783,2,5,303,2,1.966801615,6.249532202,11.81692447,63560,1,1,50,11,1,1,710,1
174594,1105783,2,5,303,2,1.966801615,6.249532202,11.81692447,63560,4,1,6,2,3,5,730,4
174618,1105807,1,3,110,2,5.4946526979999994,1.707467529,9.513929909,588470,2,1,44,9,1,1,900,1
174626,1105812,1,2,108,4,1.1681850589999998,1.503989035,11.39775015,514700,2,1,22,5,3,2,800,4
174697,1105866,2,4,118,3,8.893091713,6.525514852000001,15.12417883,152320,2,2,42,9,1,1,730,1
174708,1105874,0,3,102,7,2.1909048710000003,1.014294159,2.1909048710000003,690025,2,2,40,9,1,2,730,1
174801,1105930,3,4,118,3,10.05262476,7.601604617,16.199790999999998,117000,3,2,10,3,3,5,800,4
174805,1105931,2,3,401,2,4.891861918,13.6809614,28.573944790000002,6360,1,2,53,11,1,1,700,1
174826,1105957,1,1,111,2,4.439708434999999,0.8272032402,4.439708434999999,697130,1,2,62,13,1,1,745,1
174905,1105991,2,4,113,7,17.55717417,6.2248830790000005,17.81110746,55695,3,2,16,4,3,2,700,4
